"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL92663";"";"None";"363.46";"0";"3.77";"1o";"NC(=O)c1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1";"IC50";"'='";"8.8";"nM";"8.06";"";"";"UO_0000065";"22.16";"0.41";"4.29";"11.13";"0";"CHEMBL644105";"Evaluated for the in vitro inhibition of the Acetylcholinesterase (AChE) from human erythrocytes";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127437";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"8.8"
"CHEMBL5172647";"";"None";"328.41";"0";"2.97";"28";"COc1cc2nc3c(c(N4CCOCC4)c2cc1OC)CCCC3";"IC50";"'='";"62.0";"nM";"7.21";"";"";"UO_0000065";"21.95";"0.41";"4.24";"16.45";"0";"CHEMBL5158290";"Inhibition of C-terminal 6His-tagged human recombinant AChE (32 to 614 residues) expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by Ellman's method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154718";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 0.08333 hr";"INHIBITOR";"";"0.062"
"CHEMBL343237";"";"None";"203.33";"0";"2.96";"20";"CC1CCN(CCc2ccccc2)CC1";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"33.17";"0.61";"3.78";"208.17";"0";"CHEMBL643386";"Inhibition of acetylcholinesterase activity";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126158";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"180.0"
"CHEMBL32543";"";"None";"344.50";"0";"4.48";"1y";"CCCCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CCC)C1C2";"IC50";"'='";"546.0";"nM";"6.26";"";"";"UO_0000065";"18.18";"0.34";"1.78";"15.07";"0";"CHEMBL875789";"In vitro inhibitory activity against human AchE (Acetylcholinesterase)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125437";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"546.0"
"CHEMBL1773483";"";"None";"456.63";"1";"5.80";"16b";"CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCN3CCCCC3)cc2)cc1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"16.69";"0.31";"1.82";"23.25";"0";"CHEMBL1775596";"Inhibition of human AChE using acetylthiocholine iodide as substrate by Ellman's assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1773070";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";"";"";"0.024"
"CHEMBL450990";"";"None";"608.87";"2";"5.84";"9";"CCN(CCCCCCN1CCN(CCCCCCN(CC)Cc2ccccc2OC)C(=O)C1=O)Cc1ccccc1OC";"IC50";"'='";"68.9";"nM";"7.16";"";"";"UO_0000065";"11.76";"0.22";"1.32";"10.92";"0";"CHEMBL948464";"Inhibition of human recombinant AChE by Ellman's assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152287";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"68.9"
"CHEMBL450506";"";"None";"636.92";"2";"6.71";"6";"CCN(CCCCCC(=O)N[C@H]1CCCC[C@@H]1NC(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC";"IC50";"'='";"5470.0";"nM";"5.26";"";"";"UO_0000065";"8.26";"0.16";"-1.45";"6.33";"0";"CHEMBL948464";"Inhibition of human recombinant AChE by Ellman's assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152287";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"5470.0"
"CHEMBL345124";"PROPIDIUM";"None";"668.41";"0";"4.99";"Propidium";"CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[I-].[I-]";"IC50";"'='";"32300.0";"nM";"4.49";"";"";"UO_0000065";"10.83";"0.20";"-0.50";"8.03";"1";"CHEMBL948464";"Inhibition of human recombinant AChE by Ellman's assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152287";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"32300.0"
"CHEMBL1794936";"";"None";"682.79";"1";"4.41";"3, N-saccharinohexyl-galanthamine";"COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCCCCCN1C(=O)c3ccccc3S1(=O)=O)C2.O=C(O)/C=C/C(=O)O";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"12.88";"0.25";"2.89";"7.58";"0";"CHEMBL1047004";"Inhibition of human recombinant AChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156800";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"0.05"
"CHEMBL359412";"";"None";"287.79";"0";"1.68";"2w";"Cn1cc[n+](COCC2CCCCC2)c1/C=N/O.[Cl-]";"IC50";"'='";"42000.0";"nM";"4.38";"";"";"UO_0000065";"17.34";"0.33";"2.70";"8.64";"0";"CHEMBL644116";"Concentration required to inhibit 50% of acetylcholinesterase (AChE) in human erythrocyte(RBC).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124669";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"42.0"
"CHEMBL502";"DONEPEZIL";"4.0";"379.50";"0";"4.36";"donepezil";"COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2";"IC50";"'='";"23.1";"nM";"7.64";"";"";"UO_0000065";"20.12";"0.37";"3.28";"19.70";"0";"CHEMBL644787";"Inhibitory potency was evaluated against recombinant human AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145004";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"23.1"
"CHEMBL225688";"";"None";"430.23";"0";"3.30";"10";"[Br-].[Br-].c1cc[n+](CCCCCCCC[n+]2ccccc2)cc1";"IC50";"'='";"31000.0";"nM";"4.51";"";"";"UO_0000065";"16.67";"0.31";"1.21";"58.10";"0";"CHEMBL1100708";"Inhibition of human erythrocyte AChE after 5 mins by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154957";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"31.0"
"CHEMBL1081810";"";"None";"472.22";"0";"3.51";"22";"[Br-].[Br-].c1cc[n+](Cc2ccc3ccc(C[n+]4ccccc4)cc3c2)cc1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"21.44";"0.38";"3.19";"86.33";"0";"CHEMBL1100708";"Inhibition of human erythrocyte AChE after 5 mins by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154957";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"0.2"
"CHEMBL129837";"4-ISOPROPYLPHENSERINE";"None";"379.50";"0";"4.79";"18, (4-isopropylphenserine)";"CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1";"IC50";"'='";"760.0";"nM";"6.12";"";"";"UO_0000065";"16.12";"0.30";"1.33";"13.66";"0";"CHEMBL644628";"In vitro inhibition of human erythrocyte acetylcholinesterase.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134282";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"760.0"
"CHEMBL1761993";"";"None";"488.27";"0";"4.44";"7";"[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCC[n+]1cccc2ccccc21";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"16.43";"0.29";"0.96";"69.56";"0";"CHEMBL1763498";"Inhibition of human erythrocyte recombinant AChE by modified Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759923";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"4.0"
"CHEMBL1761995";"";"None";"530.35";"1";"5.61";"10";"[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCCCCC[n+]1cccc2ccccc21";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"19.15";"0.35";"1.49";"91.46";"0";"CHEMBL1763498";"Inhibition of human erythrocyte recombinant AChE by modified Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759923";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"0.08"
"CHEMBL1761999";"";"None";"383.32";"0";"3.82";"18";"C(=C\C[n+]1cccc2ccccc21)\C[n+]1cccc2ccccc21.[Cl-].[Cl-]";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"18.24";"0.32";"1.88";"73.44";"0";"CHEMBL1763498";"Inhibition of human erythrocyte recombinant AChE by modified Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759923";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"2.0"
"CHEMBL1762003";"";"None";"572.34";"1";"5.82";"22";"[Br-].[Br-].c1ccc2c(c1)ccc[n+]2Cc1ccc2ccc(C[n+]3cccc4ccccc43)cc2c1";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"14.78";"0.26";"0.28";"78.57";"0";"CHEMBL1763498";"Inhibition of human erythrocyte recombinant AChE by modified Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759923";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"0.8"
"CHEMBL2179375";"";"None";"232.17";"0";"1.69";"Page no 3054, R10C2, diastereomer 1";"CO[P@]1(=O)CC[C@@H]2COC(=O)C2=C(C)O1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"23.79";"0.50";"3.83";"8.93";"1";"CHEMBL4021136";"Inhibition of recombinant human AChE using acetylthiocholine iodide as substrate preincubated for 30 min followed by substrate addition measured every 2 secs for 50 secs by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020717";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"3.0"
"CHEMBL395280";"HUPERZINE A";"2.0";"242.32";"0";"2.00";"Hup A";"C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"31.68";"0.58";"5.68";"13.04";"0";"CHEMBL1065425";"Inhibition of human AChE by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152583";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"21.0"
"CHEMBL491561";"";"None";"431.46";"0";"4.96";"3";"CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1C(F)(F)F)CCCC3";"IC50";"'='";"226.0";"nM";"6.65";"";"";"UO_0000065";"15.40";"0.29";"1.69";"8.60";"0";"CHEMBL1003711";"Inhibition of human serum AChE by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138487";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"226.0"
"CHEMBL133897";"";"None";"312.32";"0";"2.80";"5";"CCOc1nn(-c2cccc(OCc3ccccc3)c2)c(=O)o1";"IC50";"'='";"750.0";"nM";"6.12";"";"";"UO_0000065";"19.61";"0.36";"3.32";"9.21";"0";"CHEMBL643384";"Inhibitory concentration against acetylcholinesterase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148382";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"0.75"
"CHEMBL334971";"";"None";"368.46";"0";"4.17";"4h";"CCSc1nc(-c2ccc(OC)cc2)nn1C(=O)N(C)c1ccccc1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"16.17";"0.31";"1.79";"9.89";"0";"CHEMBL643384";"Inhibitory concentration against acetylcholinesterase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148382";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"1.1"
"CHEMBL345849";"";"None";"370.46";"0";"0.49";"25";"N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCC(O)CC2)o1";"IC50";"'='";"390.0";"nM";"6.41";"";"";"UO_0000065";"17.30";"0.32";"5.92";"5.75";"0";"CHEMBL636834";"Inhibition of guinea pig acetylcholinesterase";"B";"BAO_0000357";"single protein format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126972";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"390.0"
"CHEMBL340854";"";"None";"422.53";"1";"5.61";"4c";"O=C1CCN(Cc2ccccc2)C/C1=C\c1c[nH]c2ccc(OCc3ccccc3)cc12";"IC50";"'='";"25000.0";"nM";"4.60";"";"";"UO_0000065";"10.89";"0.20";"-1.01";"10.15";"0";"CHEMBL875241";"Inhibitory concentration required against acetylcholinesterase activity";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134784";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"25.0"
"CHEMBL1790041";"RANITIDINE";"4.0";"314.41";"0";"1.46";"1 (Ranitidine)";"CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1";"IC50";"'='";"650.0";"nM";"6.19";"";"";"UO_0000065";"19.68";"0.40";"4.73";"7.40";"0";"CHEMBL636834";"Inhibition of guinea pig acetylcholinesterase";"B";"BAO_0000357";"single protein format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126972";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"650.0"
"CHEMBL336398";"";"None";"376.91";"0";"4.55";"3h";"O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"18.57";"0.38";"2.45";"13.72";"0";"CHEMBL643384";"Inhibitory concentration against acetylcholinesterase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148382";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"0.1"
"CHEMBL526476";"";"None";"349.43";"1";"5.89";"31";"Oc1cccc(C2=Nc3ccccc3SC(c3ccccc3F)C2)c1";"IC50";"'='";"70600.0";"nM";"4.15";"";"";"UO_0000065";"11.88";"0.23";"-1.74";"12.74";"0";"CHEMBL978158";"Inhibition of AchE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155941";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"70.6"
"CHEMBL340867";"";"None";"365.48";"0";"4.28";"11 (2',6'-dimethylphenserine)";"Cc1cccc(C)c1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C";"IC50";"'='";"785.0";"nM";"6.11";"";"";"UO_0000065";"16.70";"0.31";"1.83";"13.62";"0";"CHEMBL644628";"In vitro inhibition of human erythrocyte acetylcholinesterase.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134282";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"785.0"
"CHEMBL74926";"PHENSERINE";"None";"337.42";"0";"3.67";"Phenserine";"CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"22.69";"0.42";"3.99";"17.09";"1";"CHEMBL874440";"Inhibitory concentration against human erythrocyte Acetylcholinesterase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142685";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"22.0"
"CHEMBL54864";"";"None";"323.40";"0";"3.61";"15";"Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2";"IC50";"'='";"285.0";"nM";"6.54";"";"";"UO_0000065";"20.24";"0.37";"2.94";"10.49";"0";"CHEMBL644927";"Ability to inhibit acetylcholinesterase (AChE), freshly prepared from human erythrocytes";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132219";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"285.0"
"CHEMBL497686";"";"None";"345.47";"1";"6.06";"44";"Cc1ccc(C2CC(c3cccc(O)c3)=Nc3ccccc3S2)cc1";"IC50";"'='";"49400.0";"nM";"4.31";"";"";"UO_0000065";"12.46";"0.24";"-1.75";"13.21";"0";"CHEMBL978158";"Inhibition of AchE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155941";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"49.4"
"CHEMBL508510";"";"None";"347.44";"1";"5.46";"35";"Oc1cccc(C2=Nc3ccccc3SC(c3cccc(O)c3)C2)c1";"IC50";"'='";"71100.0";"nM";"4.15";"";"";"UO_0000065";"11.94";"0.23";"-1.31";"7.85";"0";"CHEMBL978158";"Inhibition of AchE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155941";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"71.1"
"CHEMBL61274";"";"None";"316.45";"0";"4.22";"1d";"CCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(C)C2C1";"IC50";"'='";"72.0";"nM";"7.14";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL645002";"In vitro inhibitory activity against human acetylcholinesterase";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127559";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"72.0"
"CHEMBL1834811";"";"None";"380.44";"1";"5.35";"6";"CC[C@H](C)C(=O)OCCCc1ccc2oc(-c3ccc4c(c3)OCO4)cc2c1";"IC50";"'='";"6100.0";"nM";"5.21";"";"";"UO_0000065";"13.71";"0.25";"-0.14";"9.01";"0";"CHEMBL1840095";"Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate by spectrophotometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833820";"1";"Scientific Literature";"J Nat Prod";"2011";"None";"";"";"";"6.1"
"CHEMBL1834069";"";"None";"359.48";"0";"3.43";"7a";"CN1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1";"IC50";"'='";"13700.0";"nM";"4.86";"";"";"UO_0000065";"13.53";"0.25";"1.43";"10.98";"0";"CHEMBL1837219";"Inhibition of human AChE by Ellman's assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833829";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"13.7"
"CHEMBL1834077";"";"None";"345.45";"0";"3.09";"7i";"c1ccc(C(Nc2ccnc(N3CCNCC3)n2)c2ccccc2)cc1";"IC50";"'='";"31300.0";"nM";"4.50";"";"";"UO_0000065";"13.04";"0.24";"1.41";"8.49";"0";"CHEMBL1837219";"Inhibition of human AChE by Ellman's assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833829";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"31.3"
"CHEMBL5417332";"";"None";"618.64";"2";"5.36";"50";"CCN(C)C(=O)Oc1ccc(-c2cc(=O)c3c(O)c(O)c(OC(=O)N[C@@H](Cc4ccccc4)C(=O)OC(C)(C)C)cc3o2)cc1";"IC50";"'='";"7910.0";"nM";"5.10";"";"";"UO_0000065";"8.25";"0.15";"-0.26";"3.10";"0";"CHEMBL5332064";"Inhibition of human AChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331058";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"INHIBITOR";"";"7.91"
"CHEMBL5426913";"";"None";"633.61";"2";"7.19";"5g";"CCOP(=O)(OCC)C(Nc1cccc(O)c1)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1";"IC50";"'='";"4344.0";"nM";"5.36";"";"";"UO_0000065";"8.46";"0.16";"-1.83";"4.43";"0";"CHEMBL5362932";"Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by DTNB based Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5360568";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.08333 hr";"INHIBITOR";"";"4.344"
"CHEMBL5433166";"";"None";"631.64";"2";"7.80";"5j";"CCOP(=O)(OCC)C(Nc1ccccc1C)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1";"IC50";"'='";"5353.0";"nM";"5.27";"";"";"UO_0000065";"8.35";"0.16";"-2.53";"5.22";"0";"CHEMBL5362932";"Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by DTNB based Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5360568";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.08333 hr";"INHIBITOR";"";"5.353"
"CHEMBL1940736";"";"None";"371.39";"1";"5.31";"7";"COc1ccccc1NCc1cc(=O)oc2cc3oc4ccccc4c3cc12";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"18.10";"0.33";"1.41";"10.40";"0";"CHEMBL1942987";"Inhibition of AChE";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938328";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"0.19"
